Node1,Node2,mean_pearson,9,1,8,10,3,2,5,4,6,7,ratio
ENSMUSG1,ENSMUSG11,0.96,True,True,True,True,True,True,True,True,True,True,1.0
ENSMUSG1,ENSMUSG10,0.96,True,True,True,False,True,True,True,True,True,True,0.9
ENSMUSG1,ENSMUSG2,0.97,False,True,False,False,False,False,False,False,False,False,0.1
ENSMUSG1,ENSMUSG3,0.96,False,True,False,False,False,True,False,False,False,False,0.2
ENSMUSG1,ENSMUSG4,0.97,False,True,False,False,True,True,False,False,False,False,0.3
ENSMUSG1,ENSMUSG5,0.96,False,True,False,False,True,True,False,True,False,False,0.4
ENSMUSG1,ENSMUSG6,0.96,False,True,False,False,True,True,True,True,False,False,0.5
ENSMUSG1,ENSMUSG7,0.96,False,True,False,False,True,True,True,True,True,False,0.6
ENSMUSG1,ENSMUSG8,0.98,False,True,False,False,True,True,True,True,True,True,0.7
ENSMUSG1,ENSMUSG9,0.97,False,True,True,False,True,True,True,True,True,True,0.8
